,Fecha_Retiro,Ciclo_Estacion_Retiro,ct,index
34227,2021-10-12,38.0,113,34227
34226,2021-10-12,37.0,51,34226
34225,2021-10-12,36.0,108,34225
34224,2021-10-12,35.0,58,34224
34223,2021-10-12,34.0,41,34223
34222,2021-10-12,33.0,42,34222
34221,2021-10-12,32.0,77,34221
34220,2021-10-12,31.0,53,34220
34219,2021-10-12,30.0,72,34219
34218,2021-10-12,29.0,39,34218
34217,2021-10-12,28.0,78,34217
34216,2021-10-12,27.0,80,34216
34215,2021-10-12,26.0,64,34215
34214,2021-10-12,25.0,35,34214
34213,2021-10-12,24.0,96,34213
34212,2021-10-12,23.0,51,34212
34211,2021-10-12,22.0,34,34211
34210,2021-10-12,21.0,47,34210
34209,2021-10-12,20.0,54,34209
34208,2021-10-12,19.0,51,34208
34207,2021-10-12,18.0,78,34207
34206,2021-10-12,17.0,57,34206
34205,2021-10-12,16.0,40,34205
34204,2021-10-12,15.0,39,34204
34203,2021-10-12,14.0,67,34203
34202,2021-10-12,13.0,12,34202
34201,2021-10-12,12.0,39,34201
34200,2021-10-12,11.0,61,34200
34199,2021-10-12,10.0,41,34199
34198,2021-10-12,9.0,51,34198
34197,2021-10-12,8.0,31,34197
34196,2021-10-12,7.0,66,34196
34195,2021-10-12,6.0,63,34195
34194,2021-10-12,5.0,43,34194
34193,2021-10-12,4.0,36,34193
34192,2021-10-12,3.0,49,34192
34191,2021-10-12,2.0,36,34191
34190,2021-10-12,1.0,124,34190
34189,2021-10-11,480.0,38,34189
34188,2021-10-11,479.0,13,34188
34187,2021-10-11,478.0,16,34187
34186,2021-10-11,477.0,21,34186
34185,2021-10-11,476.0,40,34185
34184,2021-10-11,475.0,27,34184
34183,2021-10-11,474.0,32,34183
34182,2021-10-11,473.0,14,34182
34181,2021-10-11,472.0,9,34181
34180,2021-10-11,471.0,18,34180
34179,2021-10-11,470.0,20,34179
34178,2021-10-11,469.0,3,34178
34177,2021-10-11,468.0,24,34177
34176,2021-10-11,467.0,13,34176
34175,2021-10-11,466.0,14,34175
34174,2021-10-11,465.0,26,34174
34173,2021-10-11,464.0,10,34173
34172,2021-10-11,463.0,32,34172
34171,2021-10-11,462.0,29,34171
34170,2021-10-11,461.0,30,34170
34169,2021-10-11,460.0,43,34169
34168,2021-10-11,459.0,14,34168
34167,2021-10-11,458.0,23,34167
34166,2021-10-11,457.0,12,34166
34165,2021-10-11,456.0,18,34165
34164,2021-10-11,455.0,40,34164
34163,2021-10-11,454.0,12,34163
34162,2021-10-11,453.0,23,34162
34161,2021-10-11,452.0,19,34161
34160,2021-10-11,451.0,9,34160
34159,2021-10-11,450.0,27,34159
34158,2021-10-11,449.0,49,34158
34157,2021-10-11,448.0,19,34157
34156,2021-10-11,447.0,23,34156
34155,2021-10-11,446.0,13,34155
34154,2021-10-11,445.0,7,34154
34153,2021-10-11,444.0,8,34153
34152,2021-10-11,443.0,11,34152
34151,2021-10-11,441.0,10,34151
34150,2021-10-11,439.0,16,34150
34149,2021-10-11,438.0,5,34149
34148,2021-10-11,437.0,6,34148
34147,2021-10-11,436.0,23,34147
34146,2021-10-11,435.0,1,34146
34145,2021-10-11,434.0,8,34145
34144,2021-10-11,433.0,27,34144
34143,2021-10-11,432.0,15,34143
34142,2021-10-11,430.0,14,34142
34141,2021-10-11,429.0,13,34141
34140,2021-10-11,428.0,15,34140
34139,2021-10-11,427.0,14,34139
34138,2021-10-11,426.0,17,34138
34137,2021-10-11,425.0,20,34137
34136,2021-10-11,424.0,8,34136
34135,2021-10-11,423.0,12,34135
34134,2021-10-11,422.0,8,34134
34133,2021-10-11,421.0,13,34133
34132,2021-10-11,420.0,34,34132
34131,2021-10-11,419.0,11,34131
34130,2021-10-11,418.0,4,34130
34129,2021-10-11,417.0,13,34129
34128,2021-10-11,416.0,20,34128
34127,2021-10-11,415.0,13,34127
34126,2021-10-11,414.0,31,34126
34125,2021-10-11,413.0,26,34125
34124,2021-10-11,412.0,18,34124
34123,2021-10-11,411.0,3,34123
34122,2021-10-11,410.0,3,34122
34121,2021-10-11,409.0,16,34121
34120,2021-10-11,408.0,9,34120
34119,2021-10-11,407.0,2,34119
34118,2021-10-11,406.0,7,34118
34117,2021-10-11,405.0,20,34117
34116,2021-10-11,404.0,35,34116
34115,2021-10-11,403.0,4,34115
34114,2021-10-11,402.0,20,34114
34113,2021-10-11,401.0,15,34113
34112,2021-10-11,400.0,11,34112
34111,2021-10-11,399.0,12,34111
34110,2021-10-11,398.0,44,34110
34109,2021-10-11,397.0,20,34109
34108,2021-10-11,396.0,22,34108
34107,2021-10-11,395.0,16,34107
34106,2021-10-11,394.0,23,34106
34105,2021-10-11,393.0,12,34105
34104,2021-10-11,392.0,21,34104
34103,2021-10-11,391.0,27,34103
34102,2021-10-11,390.0,66,34102
34101,2021-10-11,389.0,30,34101
34100,2021-10-11,388.0,6,34100
34099,2021-10-11,387.0,12,34099
34098,2021-10-11,386.0,51,34098
34097,2021-10-11,385.0,31,34097
34096,2021-10-11,384.0,27,34096
34095,2021-10-11,383.0,9,34095
34094,2021-10-11,382.0,9,34094
34093,2021-10-11,381.0,24,34093
34092,2021-10-11,380.0,6,34092
34091,2021-10-11,379.0,8,34091
34090,2021-10-11,378.0,10,34090
34089,2021-10-11,377.0,22,34089
34088,2021-10-11,376.0,7,34088
34087,2021-10-11,375.0,10,34087
34086,2021-10-11,374.0,17,34086
34085,2021-10-11,373.0,12,34085
34084,2021-10-11,372.0,32,34084
34083,2021-10-11,371.0,16,34083
34082,2021-10-11,370.0,17,34082
34081,2021-10-11,369.0,47,34081
34080,2021-10-11,368.0,11,34080
34079,2021-10-11,367.0,14,34079
34078,2021-10-11,366.0,10,34078
34077,2021-10-11,365.0,14,34077
34076,2021-10-11,364.0,13,34076
34075,2021-10-11,363.0,9,34075
34074,2021-10-11,362.0,7,34074
34073,2021-10-11,361.0,12,34073
34072,2021-10-11,360.0,17,34072
34071,2021-10-11,359.0,35,34071
34070,2021-10-11,358.0,12,34070
34069,2021-10-11,357.0,17,34069
34068,2021-10-11,356.0,16,34068
34067,2021-10-11,355.0,16,34067
34066,2021-10-11,354.0,27,34066
34065,2021-10-11,353.0,8,34065
34064,2021-10-11,352.0,12,34064
34063,2021-10-11,351.0,30,34063
34062,2021-10-11,350.0,12,34062
34061,2021-10-11,349.0,14,34061
34060,2021-10-11,348.0,26,34060
34059,2021-10-11,346.0,15,34059
34058,2021-10-11,345.0,7,34058
34057,2021-10-11,344.0,11,34057
34056,2021-10-11,343.0,10,34056
34055,2021-10-11,342.0,18,34055
34054,2021-10-11,341.0,27,34054
34053,2021-10-11,340.0,29,34053
34052,2021-10-11,339.0,13,34052
34051,2021-10-11,338.0,23,34051
34050,2021-10-11,337.0,22,34050
34049,2021-10-11,336.0,8,34049
34048,2021-10-11,335.0,12,34048
34047,2021-10-11,334.0,38,34047
34046,2021-10-11,333.0,17,34046
34045,2021-10-11,332.0,8,34045
34044,2021-10-11,331.0,42,34044
34043,2021-10-11,330.0,11,34043
34042,2021-10-11,329.0,25,34042
34041,2021-10-11,328.0,13,34041
34040,2021-10-11,327.0,23,34040
34039,2021-10-11,326.0,53,34039
34038,2021-10-11,325.0,24,34038
34037,2021-10-11,324.0,16,34037
34036,2021-10-11,323.0,21,34036
34035,2021-10-11,322.0,10,34035
34034,2021-10-11,321.0,46,34034
34033,2021-10-11,320.0,17,34033
34032,2021-10-11,319.0,18,34032
34031,2021-10-11,318.0,21,34031
34030,2021-10-11,317.0,45,34030
34029,2021-10-11,316.0,37,34029
34028,2021-10-11,314.0,10,34028
34027,2021-10-11,313.0,17,34027
34026,2021-10-11,312.0,12,34026
34025,2021-10-11,311.0,10,34025
34024,2021-10-11,310.0,44,34024
34023,2021-10-11,309.0,19,34023
34022,2021-10-11,308.0,17,34022
34021,2021-10-11,307.0,8,34021
34020,2021-10-11,306.0,23,34020
34019,2021-10-11,305.0,61,34019
34018,2021-10-11,304.0,17,34018
34017,2021-10-11,303.0,33,34017
34016,2021-10-11,302.0,46,34016
34015,2021-10-11,301.0,31,34015
34014,2021-10-11,300.0,25,34014
34013,2021-10-11,299.0,31,34013
34012,2021-10-11,298.0,22,34012
34011,2021-10-11,297.0,54,34011
34010,2021-10-11,296.0,21,34010
34009,2021-10-11,295.0,77,34009
34008,2021-10-11,294.0,12,34008
34007,2021-10-11,293.0,15,34007
34006,2021-10-11,292.0,27,34006
34005,2021-10-11,291.0,49,34005
34004,2021-10-11,290.0,29,34004
34003,2021-10-11,289.0,13,34003
34002,2021-10-11,288.0,23,34002
34001,2021-10-11,287.0,20,34001
34000,2021-10-11,286.0,51,34000
33999,2021-10-11,285.0,21,33999
33998,2021-10-11,284.0,25,33998
33997,2021-10-11,283.0,21,33997
33996,2021-10-11,282.0,11,33996
33995,2021-10-11,281.0,32,33995
33994,2021-10-11,280.0,25,33994
33993,2021-10-11,279.0,11,33993
33992,2021-10-11,278.0,15,33992
33991,2021-10-11,277.0,36,33991
33990,2021-10-11,276.0,36,33990
33989,2021-10-11,275.0,6,33989
33988,2021-10-11,274.0,32,33988
33987,2021-10-11,273.0,19,33987
33986,2021-10-11,272.0,60,33986
33985,2021-10-11,271.0,123,33985
33984,2021-10-11,270.0,47,33984
33983,2021-10-11,269.0,7,33983
33982,2021-10-11,268.0,10,33982
33981,2021-10-11,267.0,34,33981
33980,2021-10-11,266.0,60,33980
33979,2021-10-11,265.0,24,33979
33978,2021-10-11,264.0,8,33978
33977,2021-10-11,263.0,23,33977
33976,2021-10-11,262.0,30,33976
33975,2021-10-11,261.0,16,33975
33974,2021-10-11,260.0,22,33974
33973,2021-10-11,259.0,30,33973
33972,2021-10-11,258.0,31,33972
33971,2021-10-11,257.0,40,33971
33970,2021-10-11,256.0,45,33970
33969,2021-10-11,255.0,39,33969
33968,2021-10-11,254.0,44,33968
33967,2021-10-11,253.0,35,33967
33966,2021-10-11,252.0,21,33966
33965,2021-10-11,251.0,24,33965
33964,2021-10-11,250.0,19,33964
33963,2021-10-11,249.0,18,33963
33962,2021-10-11,248.0,33,33962
33961,2021-10-11,247.0,10,33961
33960,2021-10-11,246.0,24,33960
33959,2021-10-11,245.0,15,33959
33958,2021-10-11,244.0,18,33958
33957,2021-10-11,243.0,16,33957
33956,2021-10-11,241.0,25,33956
33955,2021-10-11,240.0,14,33955
33954,2021-10-11,239.0,16,33954
33953,2021-10-11,238.0,30,33953
33952,2021-10-11,237.0,25,33952
33951,2021-10-11,236.0,22,33951
33950,2021-10-11,235.0,16,33950
33949,2021-10-11,234.0,17,33949
33948,2021-10-11,233.0,19,33948
33947,2021-10-11,232.0,19,33947
33946,2021-10-11,231.0,12,33946
33945,2021-10-11,230.0,20,33945
33944,2021-10-11,229.0,9,33944
33943,2021-10-11,228.0,28,33943
33942,2021-10-11,227.0,18,33942
33941,2021-10-11,226.0,21,33941
33940,2021-10-11,225.0,17,33940
33939,2021-10-11,224.0,16,33939
33938,2021-10-11,223.0,24,33938
33937,2021-10-11,222.0,19,33937
33936,2021-10-11,221.0,17,33936
33935,2021-10-11,220.0,7,33935
33934,2021-10-11,219.0,20,33934
33933,2021-10-11,218.0,5,33933
33932,2021-10-11,217.0,54,33932
33931,2021-10-11,216.0,23,33931
33930,2021-10-11,215.0,17,33930
33929,2021-10-11,214.0,12,33929
33928,2021-10-11,213.0,3,33928
33927,2021-10-11,212.0,26,33927
33926,2021-10-11,211.0,45,33926
33925,2021-10-11,210.0,16,33925
33924,2021-10-11,209.0,27,33924
33923,2021-10-11,208.0,50,33923
33922,2021-10-11,207.0,22,33922
33921,2021-10-11,206.0,45,33921
33920,2021-10-11,205.0,34,33920
33919,2021-10-11,204.0,5,33919
33918,2021-10-11,203.0,16,33918
33917,2021-10-11,202.0,13,33917
33916,2021-10-11,201.0,22,33916
33915,2021-10-11,200.0,21,33915
33914,2021-10-11,199.0,9,33914
33913,2021-10-11,198.0,21,33913
33912,2021-10-11,197.0,56,33912
33911,2021-10-11,196.0,20,33911
33910,2021-10-11,195.0,21,33910
33909,2021-10-11,194.0,53,33909
33908,2021-10-11,192.0,34,33908
33907,2021-10-11,191.0,24,33907
33906,2021-10-11,190.0,12,33906
33905,2021-10-11,189.0,21,33905
33904,2021-10-11,188.0,27,33904
33903,2021-10-11,187.0,43,33903
33902,2021-10-11,186.0,34,33902
33901,2021-10-11,185.0,41,33901
33900,2021-10-11,184.0,21,33900
33899,2021-10-11,183.0,60,33899
33898,2021-10-11,182.0,110,33898
33897,2021-10-11,181.0,45,33897
33896,2021-10-11,180.0,54,33896
33895,2021-10-11,179.0,51,33895
33894,2021-10-11,178.0,20,33894
33893,2021-10-11,177.0,37,33893
33892,2021-10-11,176.0,12,33892
33891,2021-10-11,175.0,6,33891
33890,2021-10-11,174.0,71,33890
33889,2021-10-11,173.0,32,33889
33888,2021-10-11,172.0,26,33888
33887,2021-10-11,171.0,39,33887
33886,2021-10-11,170.0,37,33886
33885,2021-10-11,169.0,41,33885
33884,2021-10-11,168.0,43,33884
33883,2021-10-11,167.0,36,33883
33882,2021-10-11,166.0,31,33882
33881,2021-10-11,165.0,41,33881
33880,2021-10-11,164.0,43,33880
33879,2021-10-11,163.0,47,33879
33878,2021-10-11,162.0,48,33878
33877,2021-10-11,161.0,23,33877
33876,2021-10-11,160.0,26,33876
33875,2021-10-11,159.0,38,33875
33874,2021-10-11,158.0,55,33874
33873,2021-10-11,157.0,23,33873
33872,2021-10-11,156.0,34,33872
33871,2021-10-11,155.0,12,33871
33870,2021-10-11,154.0,48,33870
33869,2021-10-11,153.0,46,33869
33868,2021-10-11,152.0,23,33868
33867,2021-10-11,151.0,62,33867
33866,2021-10-11,150.0,61,33866
33865,2021-10-11,149.0,63,33865
33864,2021-10-11,148.0,27,33864
33863,2021-10-11,147.0,26,33863
33862,2021-10-11,146.0,93,33862
33861,2021-10-11,145.0,58,33861
33860,2021-10-11,144.0,26,33860
33859,2021-10-11,143.0,37,33859
33858,2021-10-11,142.0,55,33858
33857,2021-10-11,141.0,75,33857
33856,2021-10-11,140.0,40,33856
33855,2021-10-11,139.0,37,33855
33854,2021-10-11,138.0,42,33854
33853,2021-10-11,137.0,49,33853
33852,2021-10-11,136.0,74,33852
33851,2021-10-11,135.0,71,33851
33850,2021-10-11,134.0,40,33850
33849,2021-10-11,133.0,57,33849
33848,2021-10-11,132.0,22,33848
33847,2021-10-11,131.0,38,33847
33846,2021-10-11,130.0,25,33846
33845,2021-10-11,129.0,35,33845
33844,2021-10-11,128.0,37,33844
33843,2021-10-11,127.0,35,33843
33842,2021-10-11,126.0,48,33842
33841,2021-10-11,125.0,73,33841
33840,2021-10-11,124.0,90,33840
33839,2021-10-11,123.0,47,33839
33838,2021-10-11,122.0,20,33838
33837,2021-10-11,121.0,46,33837
33836,2021-10-11,120.0,36,33836
33835,2021-10-11,119.0,58,33835
33834,2021-10-11,118.0,27,33834
33833,2021-10-11,117.0,44,33833
33832,2021-10-11,116.0,47,33832
33831,2021-10-11,115.0,57,33831
33830,2021-10-11,114.0,34,33830
33829,2021-10-11,113.0,45,33829
33828,2021-10-11,112.0,32,33828
33827,2021-10-11,111.0,45,33827
33826,2021-10-11,110.0,35,33826
33825,2021-10-11,109.0,18,33825
33824,2021-10-11,108.0,23,33824
33823,2021-10-11,107.0,61,33823
33822,2021-10-11,106.0,47,33822
33821,2021-10-11,105.0,12,33821
33820,2021-10-11,104.0,14,33820
33819,2021-10-11,103.0,43,33819
33818,2021-10-11,102.0,13,33818
33817,2021-10-11,100.0,14,33817
33816,2021-10-11,99.0,33,33816
33815,2021-10-11,98.0,37,33815
33814,2021-10-11,97.0,21,33814
33813,2021-10-11,96.0,63,33813
33812,2021-10-11,95.0,24,33812
33811,2021-10-11,94.0,22,33811
33810,2021-10-11,93.0,12,33810
33809,2021-10-11,92.0,25,33809
33808,2021-10-11,91.0,21,33808
33807,2021-10-11,90.0,19,33807
33806,2021-10-11,89.0,31,33806
33805,2021-10-11,87.0,49,33805
33804,2021-10-11,86.0,47,33804
33803,2021-10-11,85.0,39,33803
33802,2021-10-11,84.0,61,33802
33801,2021-10-11,83.0,34,33801
33800,2021-10-11,82.0,65,33800
33799,2021-10-11,81.0,16,33799
33798,2021-10-11,80.0,48,33798
33797,2021-10-11,79.0,41,33797
33796,2021-10-11,78.0,25,33796
33795,2021-10-11,77.0,39,33795
33794,2021-10-11,76.0,43,33794
33793,2021-10-11,75.0,50,33793
33792,2021-10-11,74.0,63,33792
33791,2021-10-11,73.0,41,33791
33790,2021-10-11,72.0,54,33790
33789,2021-10-11,71.0,61,33789
33788,2021-10-11,70.0,53,33788
33787,2021-10-11,69.0,48,33787
33786,2021-10-11,68.0,39,33786
33785,2021-10-11,67.0,47,33785
33784,2021-10-11,66.0,51,33784
33783,2021-10-11,65.0,33,33783
33782,2021-10-11,64.0,102,33782
33781,2021-10-11,63.0,27,33781
33780,2021-10-11,62.0,31,33780
33779,2021-10-11,61.0,69,33779
33778,2021-10-11,60.0,45,33778
33777,2021-10-11,59.0,70,33777
33776,2021-10-11,58.0,52,33776
33775,2021-10-11,57.0,24,33775
33774,2021-10-11,56.0,58,33774
33773,2021-10-11,55.0,29,33773
33772,2021-10-11,54.0,54,33772
33771,2021-10-11,53.0,83,33771
33770,2021-10-11,52.0,38,33770
33769,2021-10-11,51.0,44,33769
33768,2021-10-11,50.0,31,33768
33767,2021-10-11,49.0,51,33767
33766,2021-10-11,48.0,47,33766
33765,2021-10-11,47.0,62,33765
33764,2021-10-11,46.0,54,33764
33763,2021-10-11,45.0,70,33763
33762,2021-10-11,44.0,20,33762
33761,2021-10-11,43.0,67,33761
33760,2021-10-11,42.0,28,33760
33759,2021-10-11,41.0,87,33759
33758,2021-10-11,40.0,40,33758
33757,2021-10-11,39.0,39,33757
33756,2021-10-11,38.0,83,33756
33755,2021-10-11,37.0,53,33755
33754,2021-10-11,36.0,104,33754
33753,2021-10-11,35.0,47,33753
33752,2021-10-11,34.0,38,33752
33751,2021-10-11,33.0,39,33751
33750,2021-10-11,32.0,69,33750
33749,2021-10-11,31.0,51,33749
33748,2021-10-11,30.0,52,33748
33747,2021-10-11,29.0,30,33747
33746,2021-10-11,28.0,62,33746
33745,2021-10-11,27.0,70,33745
33744,2021-10-11,26.0,13,33744
33743,2021-10-11,25.0,38,33743
33742,2021-10-11,24.0,70,33742
33741,2021-10-11,23.0,42,33741
33740,2021-10-11,22.0,28,33740
33739,2021-10-11,21.0,29,33739
33738,2021-10-11,20.0,36,33738
33737,2021-10-11,19.0,33,33737
33736,2021-10-11,18.0,72,33736
33735,2021-10-11,17.0,36,33735
33734,2021-10-11,16.0,36,33734
33733,2021-10-11,15.0,40,33733
33732,2021-10-11,14.0,80,33732
33731,2021-10-11,13.0,20,33731
33730,2021-10-11,12.0,35,33730
33729,2021-10-11,11.0,53,33729
33728,2021-10-11,10.0,62,33728
33727,2021-10-11,9.0,41,33727
33726,2021-10-11,8.0,22,33726
33725,2021-10-11,7.0,33,33725
33724,2021-10-11,6.0,41,33724
33723,2021-10-11,5.0,37,33723
33722,2021-10-11,4.0,33,33722
33721,2021-10-11,3.0,51,33721
33720,2021-10-11,2.0,37,33720
33719,2021-10-11,1.0,120,33719
33718,2021-10-10,480.0,17,33718
33717,2021-10-10,479.0,9,33717
33716,2021-10-10,478.0,12,33716
33715,2021-10-10,477.0,14,33715
33714,2021-10-10,476.0,24,33714
33713,2021-10-10,475.0,12,33713
33712,2021-10-10,474.0,18,33712
33711,2021-10-10,473.0,5,33711
33710,2021-10-10,472.0,2,33710
33709,2021-10-10,471.0,5,33709
33708,2021-10-10,470.0,9,33708
33707,2021-10-10,469.0,2,33707
33706,2021-10-10,468.0,6,33706
33705,2021-10-10,467.0,11,33705
33704,2021-10-10,466.0,8,33704
33703,2021-10-10,465.0,15,33703
33702,2021-10-10,464.0,7,33702
33701,2021-10-10,463.0,17,33701
33700,2021-10-10,462.0,10,33700
33699,2021-10-10,461.0,9,33699
33698,2021-10-10,460.0,6,33698
33697,2021-10-10,459.0,3,33697
33696,2021-10-10,458.0,4,33696
33695,2021-10-10,457.0,3,33695
33694,2021-10-10,456.0,7,33694
33693,2021-10-10,455.0,25,33693
33692,2021-10-10,454.0,12,33692
33691,2021-10-10,453.0,9,33691
33690,2021-10-10,452.0,9,33690
33689,2021-10-10,450.0,18,33689
33688,2021-10-10,449.0,34,33688
33687,2021-10-10,448.0,19,33687
33686,2021-10-10,447.0,11,33686
33685,2021-10-10,446.0,19,33685
33684,2021-10-10,445.0,8,33684
33683,2021-10-10,444.0,9,33683
33682,2021-10-10,443.0,9,33682
33681,2021-10-10,441.0,6,33681
33680,2021-10-10,439.0,16,33680
33679,2021-10-10,438.0,10,33679
33678,2021-10-10,437.0,4,33678
33677,2021-10-10,436.0,11,33677
33676,2021-10-10,435.0,1,33676
33675,2021-10-10,434.0,4,33675
33674,2021-10-10,433.0,15,33674
33673,2021-10-10,432.0,8,33673
33672,2021-10-10,430.0,15,33672
33671,2021-10-10,429.0,6,33671
33670,2021-10-10,428.0,7,33670
33669,2021-10-10,427.0,11,33669
33668,2021-10-10,426.0,15,33668
33667,2021-10-10,425.0,17,33667
33666,2021-10-10,424.0,2,33666
33665,2021-10-10,423.0,3,33665
33664,2021-10-10,422.0,11,33664
33663,2021-10-10,421.0,3,33663
33662,2021-10-10,420.0,17,33662
33661,2021-10-10,419.0,7,33661
33660,2021-10-10,418.0,1,33660
33659,2021-10-10,417.0,8,33659
33658,2021-10-10,416.0,11,33658
33657,2021-10-10,415.0,3,33657
33656,2021-10-10,414.0,13,33656
33655,2021-10-10,413.0,3,33655
33654,2021-10-10,412.0,11,33654
33653,2021-10-10,411.0,1,33653
33652,2021-10-10,409.0,8,33652
33651,2021-10-10,408.0,16,33651
33650,2021-10-10,407.0,5,33650
33649,2021-10-10,406.0,3,33649
33648,2021-10-10,405.0,35,33648
33647,2021-10-10,404.0,23,33647
33646,2021-10-10,403.0,5,33646
33645,2021-10-10,402.0,6,33645
33644,2021-10-10,401.0,7,33644
33643,2021-10-10,400.0,9,33643
33642,2021-10-10,399.0,1,33642
33641,2021-10-10,398.0,27,33641
33640,2021-10-10,397.0,7,33640
33639,2021-10-10,396.0,20,33639
33638,2021-10-10,395.0,9,33638
33637,2021-10-10,394.0,8,33637
33636,2021-10-10,393.0,13,33636
33635,2021-10-10,392.0,14,33635
33634,2021-10-10,391.0,25,33634
33633,2021-10-10,390.0,63,33633
33632,2021-10-10,389.0,20,33632
33631,2021-10-10,388.0,4,33631
33630,2021-10-10,387.0,6,33630
33629,2021-10-10,386.0,28,33629
33628,2021-10-10,385.0,21,33628
33627,2021-10-10,384.0,17,33627
33626,2021-10-10,383.0,10,33626
33625,2021-10-10,382.0,8,33625
33624,2021-10-10,381.0,11,33624
33623,2021-10-10,380.0,8,33623
33622,2021-10-10,379.0,6,33622
33621,2021-10-10,378.0,6,33621
33620,2021-10-10,377.0,16,33620
33619,2021-10-10,376.0,6,33619
33618,2021-10-10,375.0,12,33618
33617,2021-10-10,374.0,20,33617
33616,2021-10-10,373.0,6,33616
33615,2021-10-10,372.0,22,33615
33614,2021-10-10,371.0,5,33614
33613,2021-10-10,370.0,12,33613
33612,2021-10-10,369.0,22,33612
33611,2021-10-10,368.0,11,33611
33610,2021-10-10,367.0,5,33610
33609,2021-10-10,366.0,8,33609
33608,2021-10-10,365.0,26,33608
33607,2021-10-10,364.0,1,33607
33606,2021-10-10,363.0,12,33606
33605,2021-10-10,362.0,7,33605
33604,2021-10-10,361.0,12,33604
33603,2021-10-10,360.0,15,33603
33602,2021-10-10,359.0,13,33602
33601,2021-10-10,358.0,15,33601
33600,2021-10-10,357.0,11,33600
33599,2021-10-10,356.0,7,33599
33598,2021-10-10,355.0,5,33598
33597,2021-10-10,354.0,12,33597
33596,2021-10-10,353.0,6,33596
33595,2021-10-10,352.0,9,33595
33594,2021-10-10,351.0,24,33594
33593,2021-10-10,350.0,10,33593
33592,2021-10-10,349.0,8,33592
33591,2021-10-10,348.0,14,33591
33590,2021-10-10,346.0,3,33590
33589,2021-10-10,345.0,6,33589
33588,2021-10-10,344.0,3,33588
33587,2021-10-10,343.0,5,33587
33586,2021-10-10,342.0,5,33586
33585,2021-10-10,341.0,15,33585
33584,2021-10-10,340.0,27,33584
33583,2021-10-10,339.0,13,33583
33582,2021-10-10,338.0,14,33582
33581,2021-10-10,337.0,12,33581
33580,2021-10-10,336.0,6,33580
33579,2021-10-10,335.0,13,33579
33578,2021-10-10,334.0,15,33578
33577,2021-10-10,333.0,5,33577
33576,2021-10-10,332.0,6,33576
33575,2021-10-10,331.0,22,33575
33574,2021-10-10,330.0,6,33574
33573,2021-10-10,329.0,15,33573
33572,2021-10-10,328.0,10,33572
33571,2021-10-10,327.0,19,33571
33570,2021-10-10,326.0,23,33570
33569,2021-10-10,325.0,15,33569
33568,2021-10-10,324.0,11,33568
33567,2021-10-10,323.0,12,33567
33566,2021-10-10,322.0,4,33566
33565,2021-10-10,321.0,37,33565
33564,2021-10-10,320.0,17,33564
33563,2021-10-10,319.0,16,33563
33562,2021-10-10,318.0,10,33562
33561,2021-10-10,317.0,22,33561
33560,2021-10-10,316.0,21,33560
33559,2021-10-10,314.0,12,33559
33558,2021-10-10,313.0,9,33558
33557,2021-10-10,312.0,15,33557
33556,2021-10-10,311.0,5,33556
33555,2021-10-10,310.0,8,33555
33554,2021-10-10,309.0,12,33554
33553,2021-10-10,308.0,10,33553
33552,2021-10-10,307.0,5,33552
33551,2021-10-10,306.0,15,33551
33550,2021-10-10,305.0,17,33550
33549,2021-10-10,304.0,6,33549
33548,2021-10-10,303.0,17,33548
33547,2021-10-10,302.0,21,33547
33546,2021-10-10,301.0,14,33546
33545,2021-10-10,300.0,13,33545
33544,2021-10-10,299.0,27,33544
33543,2021-10-10,298.0,11,33543
33542,2021-10-10,297.0,25,33542
